episodio,goal_id,resultado,pasos,reward,heading_rad
1867,goal_19,exito,911,161.51,-0.4488
1868,goal_19,exito,912,161.71,-0.4478
1869,goal_19,exito,912,161.7,-0.4481
1870,goal_19,exito,912,161.62,-0.4466
1871,goal_19,exito,912,161.71,-0.4489
1872,goal_19,exito,912,161.71,-0.4493
1873,goal_19,exito,912,161.74,-0.456
1874,goal_19,exito,912,161.65,-0.4534
1875,goal_19,exito,913,161.93,-0.4517
1876,goal_19,exito,912,161.71,-0.4496
1877,goal_19,exito,911,161.51,-0.4497
1878,goal_19,exito,911,161.51,-0.4491
1879,goal_19,exito,910,161.25,-0.4955
1880,goal_19,exito,911,161.51,-0.4498
1881,goal_19,exito,912,161.71,-0.449
1882,goal_19,exito,912,161.71,-0.4477
1883,goal_19,exito,912,161.71,-0.4495
1884,goal_19,exito,911,161.51,-0.4489
1885,goal_19,exito,912,161.71,-0.449
1886,goal_19,exito,912,161.71,-0.4479
1887,goal_19,exito,912,161.72,-0.4522
1888,goal_19,exito,911,161.52,-0.449
1889,goal_19,exito,911,161.51,-0.4494
1890,goal_19,exito,911,161.51,-0.4496
1891,goal_19,exito,912,161.7,-0.4473
1892,goal_19,exito,912,161.71,-0.4457
1893,goal_19,exito,911,161.5,-0.4497
1894,goal_19,exito,911,161.51,-0.4489
1895,goal_19,exito,912,161.71,-0.4456
1896,goal_19,exito,912,161.71,-0.4495
1897,goal_19,exito,912,161.61,-0.4483
1898,goal_19,exito,912,161.71,-0.4489
1899,goal_19,exito,912,161.71,-0.4479
1900,goal_19,exito,912,161.74,-0.456
1901,goal_20,exito,1402,232.8,-0.0041
1902,goal_20,exito,1402,232.88,-0.0061
1903,goal_20,exito,1402,232.83,-0.0048
1904,goal_20,exito,1401,232.66,-0.0075
1905,goal_20,exito,1402,232.88,-0.0049
1906,goal_20,exito,1402,232.88,-0.0056
1907,goal_20,exito,1401,232.65,-0.0067
1908,goal_20,exito,1402,233.16,-0.0039
1909,goal_20,exito,1402,232.83,-0.0044
1910,goal_20,exito,1402,232.85,-0.0035
1911,goal_20,exito,1402,232.82,-0.004
1912,goal_20,exito,1402,232.84,-0.0047
1913,goal_20,exito,1402,232.84,-0.0039
1914,goal_20,exito,1402,232.88,-0.0042
1915,goal_20,exito,1402,232.88,-0.0053
1916,goal_20,exito,1401,232.65,-0.0065
1917,goal_20,exito,1401,232.64,-0.007
1918,goal_20,exito,1401,232.64,-0.0081
1919,goal_20,exito,1401,232.64,-0.0086
1920,goal_20,exito,1401,232.66,-0.007
1921,goal_20,exito,1401,232.64,-0.0077
1922,goal_20,exito,1402,232.83,-0.0047
1923,goal_20,exito,1401,232.65,-0.0078
1924,goal_20,exito,1402,232.83,-0.0035
1925,goal_20,exito,1402,232.82,-0.0049
1926,goal_20,exito,1402,232.85,-0.0044
1927,goal_20,exito,1401,232.65,-0.0072
1928,goal_20,exito,1402,232.89,-0.0058
1929,goal_20,exito,1401,232.65,-0.0079
1930,goal_20,exito,1402,232.89,-0.0041
1931,goal_20,exito,1401,232.66,-0.0067
1932,goal_20,exito,1402,232.84,-0.0037
1933,goal_20,exito,1401,232.66,-0.0072
1934,goal_20,exito,1401,232.65,-0.0078
1935,goal_20,exito,1401,232.64,-0.0089
1936,goal_20,exito,1401,232.64,-0.0087
1937,goal_20,exito,1401,232.65,-0.007
1938,goal_20,exito,1402,232.82,-0.0042
1939,goal_20,exito,1402,232.83,-0.0046
1940,goal_20,exito,1402,232.84,-0.0038
1941,goal_20,exito,1401,232.64,-0.0081
1942,goal_20,exito,1402,232.84,-0.0051
1943,goal_20,exito,1401,232.65,-0.0071
1944,goal_20,exito,1402,232.89,-0.0047
1945,goal_20,exito,1401,232.66,-0.0071
1946,goal_20,exito,1401,232.65,-0.0078
1947,goal_20,exito,1401,232.65,-0.0059
1948,goal_20,exito,1401,232.64,-0.0078
1949,goal_20,exito,1401,232.64,-0.0084
1950,goal_20,exito,1402,232.83,-0.0072
1951,goal_20,exito,1401,232.65,-0.0075
1952,goal_20,exito,1402,232.82,-0.0045
1953,goal_20,exito,1401,232.66,-0.0085
1954,goal_20,exito,1401,232.66,-0.0075
1955,goal_20,exito,1402,232.83,-0.0046
1956,goal_20,exito,1402,232.83,-0.0047
1957,goal_20,exito,1402,232.84,-0.0034
1958,goal_20,exito,1402,232.85,-0.0037
1959,goal_20,exito,1401,232.65,-0.008
1960,goal_20,exito,1401,232.65,-0.0063
1961,goal_20,exito,1402,233.16,-0.0038
1962,goal_20,exito,1401,232.64,-0.0084
1963,goal_20,exito,1401,232.66,-0.0078
1964,goal_20,exito,1401,232.65,-0.0066
1965,goal_20,exito,1402,232.83,-0.0041
1966,goal_20,exito,1402,232.83,-0.0082
1967,goal_20,exito,1402,232.84,-0.0034
1968,goal_20,exito,1402,232.82,-0.0044
1969,goal_20,exito,1402,232.84,-0.0043
1970,goal_20,exito,1401,232.65,-0.0069
1971,goal_20,exito,1402,232.88,-0.0057
1972,goal_20,exito,1401,232.64,-0.0078
1973,goal_20,exito,1401,232.65,-0.0065
1974,goal_20,exito,1402,232.87,-0.0039
1975,goal_20,exito,1402,232.84,-0.004
1976,goal_20,exito,1401,232.65,-0.0072
1977,goal_20,exito,1402,232.88,-0.0053
1978,goal_20,exito,1402,232.83,-0.0049
1979,goal_20,exito,1402,232.85,-0.004
1980,goal_20,exito,1402,232.89,-0.0053
1981,goal_20,exito,1402,232.89,-0.0061
1982,goal_20,exito,1401,232.65,-0.0068
1983,goal_20,exito,1402,233.16,-0.0035
1984,goal_20,exito,1402,232.83,-0.0038
1985,goal_20,exito,1401,232.66,-0.0077
1986,goal_20,exito,1401,232.65,-0.0074
1987,goal_20,exito,1402,232.83,-0.0041
1988,goal_20,exito,1402,232.83,-0.0086
1989,goal_20,exito,1401,232.66,-0.0074
1990,goal_20,exito,1402,232.82,-0.0045
1991,goal_20,exito,1402,232.84,-0.0045
1992,goal_20,exito,1401,232.66,-0.0073
1993,goal_20,exito,1402,232.88,-0.0058
1994,goal_20,exito,1401,232.64,-0.0083
1995,goal_20,exito,1401,232.65,-0.0068
1996,goal_20,exito,1402,232.87,-0.0039
1997,goal_20,exito,1401,232.67,-0.0075
1998,goal_20,exito,1401,232.65,-0.0077
1999,goal_20,exito,1401,232.66,-0.007
2000,goal_20,exito,1401,232.64,-0.0079
2001,goal_21,exito,1356,226.11,-0.0068
2002,goal_21,exito,1355,225.97,-0.008
2003,goal_21,exito,1355,225.9,-0.0105
2004,goal_21,exito,1355,225.9,-0.0115
2005,goal_21,exito,1356,226.11,-0.0062
2006,goal_21,exito,1355,225.93,-0.0101
2007,goal_21,exito,1355,225.91,-0.01
2008,goal_21,exito,1356,226.1,-0.0071
2009,goal_21,exito,1355,225.95,-0.0069
2010,goal_21,exito,1355,225.9,-0.0115
2011,goal_21,exito,1355,225.91,-0.0111
2012,goal_21,exito,1355,225.91,-0.0108
2013,goal_21,exito,1355,225.9,-0.0115
2014,goal_21,exito,1355,225.92,-0.0112
2015,goal_21,exito,1355,225.96,-0.0079
2016,goal_21,exito,1355,225.91,-0.0103
2017,goal_21,exito,1356,226.1,-0.0068
2018,goal_21,exito,1355,225.96,-0.0068
2019,goal_21,exito,1355,225.91,-0.0115
2020,goal_21,exito,1356,226.09,-0.0064
2021,goal_21,exito,1355,225.91,-0.0108
2022,goal_21,exito,1355,225.89,-0.0105
2023,goal_21,exito,1356,226.12,-0.0059
2024,goal_21,exito,1355,225.96,-0.0084
2025,goal_21,exito,1355,225.9,-0.01
2026,goal_21,exito,1355,225.9,-0.0123
2027,goal_21,exito,1358,226.24,-0.0089
2028,goal_21,exito,1355,225.91,-0.0104
2029,goal_21,exito,1355,225.9,-0.0119
2030,goal_21,exito,1355,225.92,-0.0108
2031,goal_21,exito,1357,226.09,-0.0086
2032,goal_21,exito,1355,225.95,-0.0069
2033,goal_21,exito,1355,225.91,-0.0109
2034,goal_21,exito,1355,225.91,-0.0116
2035,goal_21,exito,1355,225.91,-0.0104
2036,goal_21,exito,1355,225.9,-0.0115
2037,goal_21,exito,1355,225.92,-0.0109
2038,goal_21,exito,1355,225.97,-0.0083
2039,goal_21,exito,1355,225.91,-0.0102
2040,goal_21,exito,1355,225.9,-0.0123
2041,goal_21,exito,1355,225.91,-0.0102
2042,goal_21,exito,1355,225.91,-0.0114
2043,goal_21,exito,1355,225.91,-0.011
2044,goal_21,exito,1356,226.11,-0.0066
2045,goal_21,exito,1355,225.95,-0.007
2046,goal_21,exito,1355,225.91,-0.0111
2047,goal_21,exito,1356,226.09,-0.0064
2048,goal_21,exito,1355,225.9,-0.0091
2049,goal_21,exito,1356,226.11,-0.0068
2050,goal_21,exito,1355,225.97,-0.0082
2051,goal_21,exito,1355,225.9,-0.0107
2052,goal_21,exito,1355,225.91,-0.0111
2053,goal_21,exito,1356,226.12,-0.0063
2054,goal_21,exito,1355,225.95,-0.0076
2055,goal_21,exito,1355,225.92,-0.0107
2056,goal_21,exito,1355,225.91,-0.0121
2057,goal_21,exito,1358,226.24,-0.009
2058,goal_21,exito,1355,225.91,-0.0113
2059,goal_21,exito,1356,226.09,-0.0066
2060,goal_21,exito,1355,225.91,-0.0095
2061,goal_21,exito,1355,225.91,-0.0115
2062,goal_21,exito,1356,226.1,-0.006
2063,goal_21,exito,1355,225.91,-0.0114
2064,goal_21,exito,1355,225.9,-0.01
2065,goal_21,exito,1356,226.11,-0.0064
2066,goal_21,exito,1357,226.07,-0.0089
2067,goal_21,exito,1355,225.9,-0.0094
2068,goal_21,exito,1355,225.91,-0.0119
2069,goal_21,exito,1356,226.09,-0.006
2070,goal_21,exito,1355,225.91,-0.0106
2071,goal_21,exito,1355,225.9,-0.0113
2072,goal_21,exito,1356,226.11,-0.006
2073,goal_21,exito,1355,225.95,-0.0078
2074,goal_21,exito,1355,225.91,-0.0106
2075,goal_21,exito,1356,226.1,-0.0066
2076,goal_21,exito,1355,226.24,-0.0061
2077,goal_21,exito,1356,226.12,-0.0067
2078,goal_21,exito,1356,226.09,-0.0065
2079,goal_21,exito,1355,225.91,-0.0095
2080,goal_21,exito,1356,226.1,-0.0063
2081,goal_21,exito,1355,226.25,-0.0074
2082,goal_21,exito,1356,226.11,-0.0061
2083,goal_21,exito,1356,226.09,-0.0065
2084,goal_21,exito,1355,225.91,-0.0097
2085,goal_21,exito,1355,225.93,-0.0105
2086,goal_21,exito,1356,226.11,-0.0061
2087,goal_21,exito,1355,225.9,-0.0115
2088,goal_21,exito,1355,225.9,-0.0099
2089,goal_21,exito,1356,226.11,-0.0067
2090,goal_21,exito,1357,226.07,-0.0088
2091,goal_21,exito,1355,225.91,-0.0096
2092,goal_21,exito,1355,225.9,-0.012
2093,goal_21,exito,1355,225.92,-0.0109
2094,goal_21,exito,1355,225.9,-0.0113
2095,goal_21,exito,1355,225.9,-0.0103
2096,goal_21,exito,1356,226.12,-0.0069
2097,goal_21,exito,1355,225.95,-0.0073
2098,goal_21,exito,1355,225.91,-0.0105
2099,goal_21,exito,1356,226.09,-0.0065
2100,goal_21,exito,1355,225.96,-0.0065
2101,goal_22,exito,1247,210.07,-0.0167
2102,goal_22,exito,1249,210.13,-0.0294
2103,goal_22,exito,1249,210.12,-0.0299
2104,goal_22,exito,1249,210.14,-0.0299
2105,goal_22,exito,1249,210.13,-0.0296
2106,goal_22,exito,1249,210.13,-0.03
2107,goal_22,exito,1249,210.13,-0.0299
2108,goal_22,exito,1249,210.13,-0.0301
2109,goal_22,exito,1249,210.13,-0.03
2110,goal_22,exito,1249,210.12,-0.0297
2111,goal_22,exito,1249,210.13,-0.0304
2112,goal_22,exito,1249,210.14,-0.0299
2113,goal_22,exito,1249,210.12,-0.0296
2114,goal_22,exito,1249,210.13,-0.0305
2115,goal_22,exito,1249,210.14,-0.0298
2116,goal_22,exito,1249,210.12,-0.0296
2117,goal_22,exito,1249,210.13,-0.0303
2118,goal_22,exito,1249,210.14,-0.0296
2119,goal_22,exito,1249,210.12,-0.0297
2120,goal_22,exito,1249,210.13,-0.0299
2121,goal_22,exito,1249,210.13,-0.0296
2122,goal_22,exito,1249,210.13,-0.0298
2123,goal_22,exito,1249,210.12,-0.0297
2124,goal_22,exito,1249,210.13,-0.0298
2125,goal_22,exito,1249,210.14,-0.03
2126,goal_22,exito,1249,210.12,-0.0296
2127,goal_22,exito,1249,210.12,-0.0301
2128,goal_22,exito,1249,210.14,-0.0302
2129,goal_22,exito,1249,210.12,-0.0296
2130,goal_22,exito,1249,210.12,-0.0302
2131,goal_22,exito,1249,210.13,-0.0303
2132,goal_22,exito,1249,210.13,-0.0296
2133,goal_22,exito,1249,210.12,-0.0302
2134,goal_22,exito,1249,210.13,-0.0299
2135,goal_22,exito,1249,210.13,-0.0298
2136,goal_22,exito,1249,210.12,-0.0299
2137,goal_22,exito,1249,210.13,-0.0295
2138,goal_22,exito,1249,210.13,-0.03
2139,goal_22,exito,1249,210.14,-0.0296
2140,goal_22,exito,1249,210.12,-0.0294
2141,goal_22,exito,1249,210.13,-0.0302
2142,goal_22,exito,1249,210.14,-0.0295
2143,goal_22,exito,1249,210.12,-0.0297
2144,goal_22,exito,1249,210.13,-0.0305
2145,goal_22,exito,1249,210.14,-0.0297
2146,goal_22,exito,1249,210.12,-0.0299
2147,goal_22,exito,1249,210.13,-0.0304
2148,goal_22,exito,1249,210.13,-0.0298
2149,goal_22,exito,1249,210.12,-0.0301
2150,goal_22,exito,1249,210.13,-0.03
2151,goal_22,exito,1249,210.13,-0.0298
2152,goal_22,exito,1249,210.13,-0.0301
2153,goal_22,exito,1249,210.13,-0.0295
2154,goal_22,exito,1249,210.13,-0.0299
2155,goal_22,exito,1249,210.14,-0.0298
2156,goal_22,exito,1249,210.12,-0.0293
2157,goal_22,exito,1249,210.13,-0.0301
2158,goal_22,exito,1249,210.15,-0.0297
2159,goal_22,exito,1249,210.12,-0.0294
2160,goal_22,exito,1249,210.12,-0.0302
2161,goal_22,exito,1249,210.14,-0.0298
2162,goal_22,exito,1249,210.12,-0.0298
2163,goal_22,exito,1249,210.12,-0.0303
2164,goal_22,exito,1249,210.13,-0.03
2165,goal_22,exito,1249,210.13,-0.0302
2166,goal_22,exito,1249,210.12,-0.0301
2167,goal_22,exito,1249,210.13,-0.0297
2168,goal_22,exito,1249,210.13,-0.0304
2169,goal_22,exito,1249,210.13,-0.0297
2170,goal_22,exito,1249,210.13,-0.0296
2171,goal_22,exito,1249,210.13,-0.0303
2172,goal_22,exito,1249,210.13,-0.0295
2173,goal_22,exito,1249,210.12,-0.0297
2174,goal_22,exito,1249,210.13,-0.0301
2175,goal_22,exito,1249,210.13,-0.0294
2176,goal_22,exito,1249,210.12,-0.0299
2177,goal_22,exito,1249,210.13,-0.03
2178,goal_22,exito,1249,210.13,-0.0297
2179,goal_22,exito,1249,210.13,-0.03
2180,goal_22,exito,1249,210.12,-0.0299
2181,goal_22,exito,1249,210.13,-0.0302
2182,goal_22,exito,1249,210.14,-0.0301
2183,goal_22,exito,1249,210.12,-0.0297
2184,goal_22,exito,1249,210.13,-0.0303
2185,goal_22,exito,1249,210.14,-0.03
2186,goal_22,exito,1249,210.12,-0.0295
2187,goal_22,exito,1249,210.13,-0.0303
2188,goal_22,exito,1249,210.14,-0.0299
2189,goal_22,exito,1249,210.12,-0.0296
2190,goal_22,exito,1249,210.13,-0.0301
2191,goal_22,exito,1249,210.13,-0.0296
2192,goal_22,exito,1249,210.13,-0.0297
2193,goal_22,exito,1249,210.13,-0.0299
2194,goal_22,exito,1249,210.13,-0.0296
2195,goal_22,exito,1249,210.14,-0.03
2196,goal_22,exito,1249,210.13,-0.0296
2197,goal_22,exito,1249,210.12,-0.0298
2198,goal_22,exito,1249,210.14,-0.0302
2199,goal_22,exito,1249,210.13,-0.0297
2200,goal_22,exito,1249,210.12,-0.0299
2201,goal_23,exito,1162,198.44,-2.6693
2202,goal_23,exito,1162,198.36,-2.6743
2203,goal_23,exito,1161,198.33,-2.667
2204,goal_23,exito,1162,198.4,-2.6737
2205,goal_23,exito,1162,198.44,-2.6711
2206,goal_23,exito,1162,198.4,-2.6748
2207,goal_23,exito,1161,198.31,-2.6681
2208,goal_23,exito,1162,198.4,-2.6735
2209,goal_23,exito,1162,198.45,-2.6727
2210,goal_23,exito,1161,198.27,-2.6698
2211,goal_23,exito,1162,198.4,-2.6734
2212,goal_23,exito,1161,198.29,-2.6691
2213,goal_23,exito,1162,198.42,-2.674
2214,goal_23,exito,1161,198.29,-2.6678
2215,goal_23,exito,1162,198.38,-2.6748
2216,goal_23,exito,1161,198.34,-2.6671
2217,goal_23,exito,1162,198.38,-2.6742
2218,goal_23,exito,1162,198.45,-2.6708
2219,goal_23,exito,1162,198.4,-2.6745
2220,goal_23,exito,1162,198.44,-2.6712
2221,goal_23,exito,1158,198.38,-2.6709
2222,goal_23,exito,1162,198.44,-2.6727
2223,goal_23,exito,1161,198.31,-2.6675
2224,goal_23,exito,1162,198.38,-2.6736
2225,goal_23,exito,1161,198.31,-2.6675
2226,goal_23,exito,1162,198.4,-2.6743
2227,goal_23,exito,1162,198.46,-2.6705
2228,goal_23,exito,1158,198.39,-2.6709
2229,goal_23,exito,1162,198.44,-2.6718
2230,goal_23,exito,1162,198.45,-2.6713
2231,goal_23,exito,1162,198.4,-2.6729
2232,goal_23,exito,1161,198.29,-2.6691
2233,goal_23,exito,1162,198.41,-2.6739
2234,goal_23,exito,1162,198.44,-2.6715
2235,goal_23,exito,1158,198.41,-2.6707
2236,goal_23,exito,1162,198.5,-2.6701
2237,goal_23,exito,1162,198.4,-2.6737
2238,goal_23,exito,1162,198.43,-2.6716
2239,goal_23,exito,1162,198.41,-2.6747
2240,goal_23,exito,1162,198.45,-2.6718
2241,goal_23,exito,1162,198.38,-2.675
2242,goal_23,exito,1161,198.3,-2.6693
2243,goal_23,exito,1161,198.28,-2.6697
2244,goal_23,exito,1162,198.39,-2.6742
2245,goal_23,exito,1161,198.3,-2.6691
2246,goal_23,exito,1162,198.41,-2.6747
2247,goal_23,exito,1161,198.29,-2.6681
2248,goal_23,exito,1158,198.39,-2.6709
2249,goal_23,exito,1162,198.46,-2.672
2250,goal_23,exito,1161,198.29,-2.669
2251,goal_23,exito,1162,198.4,-2.673
2252,goal_23,exito,1161,198.29,-2.6684
2253,goal_23,exito,1162,198.41,-2.674
2254,goal_23,exito,1161,198.3,-2.6672
2255,goal_23,exito,1162,198.37,-2.6747
2256,goal_23,exito,1161,198.34,-2.6671
2257,goal_23,exito,1162,198.4,-2.6737
2258,goal_23,exito,1162,198.45,-2.6707
2259,goal_23,exito,1162,198.4,-2.6743
2260,goal_23,exito,1162,198.45,-2.6709
2261,goal_23,exito,1158,198.38,-2.6706
2262,goal_23,exito,1162,198.42,-2.6729
2263,goal_23,exito,1161,198.33,-2.667
2264,goal_23,exito,1162,198.39,-2.6734
2265,goal_23,exito,1162,198.46,-2.6703
2266,goal_23,exito,1162,198.4,-2.6747
2267,goal_23,exito,1162,198.46,-2.6708
2268,goal_23,exito,1158,198.38,-2.6711
2269,goal_23,exito,1162,198.46,-2.6712
2270,goal_23,exito,1162,198.43,-2.6722
2271,goal_23,exito,1162,198.41,-2.6726
2272,goal_23,exito,1162,198.43,-2.6734
2273,goal_23,exito,1162,198.43,-2.6732
2274,goal_23,exito,1162,198.4,-2.6738
2275,goal_23,exito,1162,198.41,-2.6745
2276,goal_23,exito,1162,198.41,-2.6738
2277,goal_23,exito,1158,198.39,-2.6702
2278,goal_23,exito,1162,198.49,-2.6712
2279,goal_23,exito,1158,198.4,-2.671
2280,goal_23,exito,1162,198.47,-2.672
2281,goal_23,exito,1162,198.43,-2.672
2282,goal_23,exito,1162,198.4,-2.674
2283,goal_23,exito,1161,198.3,-2.6692
2284,goal_23,exito,1162,198.39,-2.6744
2285,goal_23,exito,1161,198.29,-2.6687
2286,goal_23,exito,1158,198.42,-2.6708
2287,goal_23,exito,1162,198.48,-2.6708
2288,goal_23,exito,1162,198.4,-2.6728
2289,goal_23,exito,1162,198.42,-2.6726
2290,goal_23,exito,1161,198.28,-2.6699
2291,goal_23,exito,1162,198.42,-2.6729
2292,goal_23,exito,1162,198.42,-2.6726
2293,goal_23,exito,1162,198.43,-2.6737
2294,goal_23,exito,1161,198.28,-2.669
2295,goal_23,exito,1162,198.38,-2.6747
2296,goal_23,exito,1161,198.32,-2.6681
2297,goal_23,exito,1162,198.39,-2.6747
2298,goal_23,exito,1162,198.44,-2.6711
2299,goal_23,exito,1158,198.4,-2.6707
2300,goal_23,exito,1162,198.49,-2.6711
2301,goal_24,exito,1070,185.39,-2.6832
2302,goal_24,exito,1070,185.35,-2.6831
2303,goal_24,exito,1070,185.44,-2.6776
2304,goal_24,exito,1070,185.4,-2.6808
2305,goal_24,exito,1070,185.41,-2.6778
2306,goal_24,exito,1070,185.38,-2.6816
2307,goal_24,exito,1070,185.38,-2.6814
2308,goal_24,exito,1070,185.35,-2.6834
2309,goal_24,exito,1070,185.36,-2.6838
2310,goal_24,exito,1070,185.36,-2.6822
2311,goal_24,exito,1070,185.38,-2.6797
2312,goal_24,exito,1070,185.41,-2.6799
2313,goal_24,exito,1070,185.41,-2.6795
2314,goal_24,exito,1070,185.39,-2.6808
2315,goal_24,exito,1070,185.38,-2.6817
2316,goal_24,exito,1070,185.43,-2.6779
2317,goal_24,exito,1070,185.34,-2.6843
2318,goal_24,exito,1070,185.38,-2.6816
2319,goal_24,exito,1070,185.36,-2.6824
2320,goal_24,exito,1070,185.41,-2.6771
2321,goal_24,exito,1070,185.38,-2.6817
2322,goal_24,exito,1070,185.41,-2.6787
2323,goal_24,exito,1070,185.38,-2.6826
2324,goal_24,exito,1070,185.37,-2.6818
2325,goal_24,exito,1070,185.37,-2.683
2326,goal_24,exito,1070,185.34,-2.6835
2327,goal_24,exito,1070,185.4,-2.6783
2328,goal_24,exito,1070,185.36,-2.681
2329,goal_24,exito,1070,185.42,-2.6764
2330,goal_24,exito,1070,185.36,-2.6825
2331,goal_24,exito,1070,185.39,-2.6794
2332,goal_24,exito,1070,185.37,-2.684
2333,goal_24,exito,1070,185.35,-2.6831
2334,goal_24,exito,1070,185.37,-2.6827
2335,goal_24,exito,1070,185.36,-2.6813
2336,goal_24,exito,1070,185.43,-2.6777
2337,goal_24,exito,1070,185.38,-2.6796
2338,goal_24,exito,1070,185.4,-2.6778
2339,goal_24,exito,1070,185.36,-2.6822
2340,goal_24,exito,1070,185.38,-2.6815
2341,goal_24,exito,1070,185.36,-2.6845
2342,goal_24,exito,1070,185.37,-2.6834
2343,goal_24,exito,1070,185.39,-2.6824
2344,goal_24,exito,1070,185.4,-2.6788
2345,goal_24,exito,1070,185.41,-2.6793
2346,goal_24,exito,1070,185.4,-2.6782
2347,goal_24,exito,1070,185.37,-2.6809
2348,goal_24,exito,1070,185.37,-2.681
2349,goal_24,exito,1070,185.36,-2.6843
2350,goal_24,exito,1070,185.34,-2.6843
2351,goal_24,exito,1070,185.38,-2.6825
2352,goal_24,exito,1070,185.39,-2.6819
2353,goal_24,exito,1070,185.42,-2.677
2354,goal_24,exito,1070,185.38,-2.6807
2355,goal_24,exito,1070,185.41,-2.6774
2356,goal_24,exito,1070,185.37,-2.6832
2357,goal_24,exito,1070,185.37,-2.6806
2358,goal_24,exito,1070,185.35,-2.6857
2359,goal_24,exito,1070,185.34,-2.6831
2360,goal_24,exito,1070,185.39,-2.6811
2361,goal_24,exito,1070,185.39,-2.6807
2362,goal_24,exito,1070,185.45,-2.6769
2363,goal_24,exito,1070,185.38,-2.6812
2364,goal_24,exito,1070,185.41,-2.6778
2365,goal_24,exito,1070,185.36,-2.6841
2366,goal_24,exito,1070,185.37,-2.6813
2367,goal_24,exito,1070,185.34,-2.685
2368,goal_24,exito,1070,185.35,-2.682
2369,goal_24,exito,1070,185.41,-2.6806
2370,goal_24,exito,1070,185.4,-2.6794
2371,goal_24,exito,1070,185.44,-2.6784
2372,goal_24,exito,1070,185.38,-2.6808
2373,goal_24,exito,1070,185.38,-2.6802
2374,goal_24,exito,1070,185.36,-2.6831
2375,goal_24,exito,1070,185.36,-2.6832
2376,goal_24,exito,1070,185.34,-2.6834
2377,goal_24,exito,1070,185.37,-2.6806
2378,goal_24,exito,1070,185.41,-2.6803
2379,goal_24,exito,1070,185.41,-2.6784
2380,goal_24,exito,1070,185.39,-2.6816
2381,goal_24,exito,1070,185.41,-2.6794
2382,goal_24,exito,1070,185.36,-2.6832
2383,goal_24,exito,1070,185.36,-2.6818
2384,goal_24,exito,1070,185.35,-2.6842
2385,goal_24,exito,1070,185.36,-2.6807
2386,goal_24,exito,1070,185.39,-2.6791
2387,goal_24,exito,1070,185.39,-2.6807
2388,goal_24,exito,1070,185.41,-2.6782
2389,goal_24,exito,1070,185.36,-2.6837
2390,goal_24,exito,1070,185.4,-2.6795
2391,goal_24,exito,1070,185.35,-2.6856
2392,goal_24,exito,1070,185.37,-2.6807
2393,goal_24,exito,1070,185.36,-2.6825
2394,goal_24,exito,1070,185.38,-2.6785
2395,goal_24,exito,1070,185.4,-2.6784
2396,goal_24,exito,1070,185.37,-2.6807
2397,goal_24,exito,1070,185.4,-2.679
2398,goal_24,exito,1070,185.35,-2.6849
2399,goal_24,exito,1070,185.38,-2.6811
2400,goal_24,exito,1070,185.34,-2.6856
2401,goal_25,exito,962,169.49,-2.7343
2402,goal_25,exito,961,169.29,-2.6913
2403,goal_25,exito,961,169.58,-2.7211
2404,goal_25,exito,961,169.62,-2.7291
2405,goal_25,exito,961,169.63,-2.7234
2406,goal_25,exito,961,169.6,-2.7271
2407,goal_25,exito,961,169.58,-2.7227
2408,goal_25,exito,961,169.59,-2.7272
2409,goal_25,exito,961,169.6,-2.7265
2410,goal_25,exito,961,169.59,-2.7272
2411,goal_25,exito,961,169.61,-2.7264
2412,goal_25,exito,961,169.59,-2.7275
2413,goal_25,exito,961,169.6,-2.7261
2414,goal_25,exito,961,169.62,-2.729
2415,goal_25,exito,961,169.65,-2.7236
2416,goal_25,exito,962,169.79,-2.6915
2417,goal_25,exito,961,169.61,-2.7224
2418,goal_25,exito,962,168.89,-2.7353
2419,goal_25,exito,961,169.67,-2.7168
2420,goal_25,exito,961,169.73,-2.717
2421,goal_25,exito,961,169.62,-2.7268
2422,goal_25,exito,961,169.36,-2.6656
2423,goal_25,exito,961,169.43,-2.7232
2424,goal_25,exito,962,168.91,-2.7342
2425,goal_25,exito,961,169.57,-2.7306
2426,goal_25,exito,961,169.61,-2.7278
2427,goal_25,exito,962,168.89,-2.7356
2428,goal_25,exito,961,169.57,-2.7304
2429,goal_25,exito,962,169.17,-2.7349
2430,goal_25,exito,961,169.79,-2.7025
2431,goal_25,exito,962,169.53,-2.7161
2432,goal_25,exito,962,169.48,-2.7315
2433,goal_25,exito,961,169.62,-2.7294
2434,goal_25,exito,961,169.59,-2.7262
2435,goal_25,exito,961,169.63,-2.7287
2436,goal_25,exito,961,169.64,-2.7237
2437,goal_25,exito,961,169.63,-2.7285
2438,goal_25,exito,961,169.63,-2.7233
2439,goal_25,exito,961,169.36,-2.7122
2440,goal_25,exito,961,169.63,-2.7234
2441,goal_25,exito,962,169.17,-2.7355
2442,goal_25,exito,961,169.57,-2.7295
2443,goal_25,exito,961,169.62,-2.7294
2444,goal_25,exito,961,169.63,-2.7294
2445,goal_25,exito,961,169.63,-2.7286
2446,goal_25,exito,961,169.63,-2.7285
2447,goal_25,exito,962,169.78,-2.6882
2448,goal_25,exito,961,169.64,-2.7233
2449,goal_25,exito,961,169.5,-2.6859
2450,goal_25,exito,961,169.61,-2.7224
2451,goal_25,exito,961,169.58,-2.7282
2452,goal_25,exito,961,169.59,-2.7258
2453,goal_25,exito,961,169.6,-2.7283
2454,goal_25,exito,961,169.65,-2.7237
