episodio,resultado,pasos,reward
113,colision,1713,-152.63
114,colision,1238,-139.59
115,colision,1108,-134.82
116,colision,1039,-142.73
117,colision,1210,-147.86
118,colision,1317,-139.64
119,colision,1186,-140.88
120,colision,1399,-143.16
121,colision,1280,-135.75
122,colision,1224,-138.86
123,colision,1138,-137.11
124,colision,1455,-147.16
125,colision,1368,-144.46
126,colision,1424,-139.71
127,colision,1321,-136.69
128,colision,1172,-138.63
129,colision,1502,-142.13
130,colision,1358,-141.47
131,colision,1116,-136.18
132,colision,1344,-133.46
133,colision,1291,-138.74
134,truncado,3000,-62.76
135,colision,1177,-130.13
136,colision,1098,-138.94
137,colision,2166,-154.13
138,colision,1403,-153.05
139,colision,1173,-132.24
140,colision,1315,-140.79
141,colision,1602,-141.91
142,colision,1096,-137.27
143,colision,1694,-154.93
144,colision,1235,-135.85
145,colision,1089,-137.65
146,colision,1237,-136.83
147,colision,1614,-142.94
148,colision,1305,-141.6
149,colision,1581,-147.78
150,colision,1709,-157.38
151,colision,1193,-137.73
152,colision,1621,-145.51
153,colision,1393,-142.79
154,colision,1276,-141.15
155,colision,1113,-132.4
156,colision,1060,-133.35
157,colision,1021,-141.04
158,colision,1194,-138.45
159,colision,1672,-148.32
160,colision,2289,-161.8
161,colision,1162,-138.75
162,colision,1141,-140.94
163,colision,966,-136.02
164,colision,1642,-151.79
165,colision,1747,-149.66
166,colision,2012,-148.85
167,colision,1244,-139.14
168,colision,1116,-138.74
169,colision,1144,-133.8
170,colision,1169,-135.1
171,colision,1481,-146.44
172,colision,1282,-135.14
173,colision,1011,-134.57
174,colision,1142,-132.79
175,colision,2497,-165.1
176,colision,1975,-148.44
177,colision,1033,-135.14
178,colision,1033,-150.14
179,colision,1217,-140.85
180,colision,1087,-135.59
181,colision,1327,-138.36
182,colision,992,-135.4
183,colision,1414,-141.67
184,colision,1673,-145.47
185,colision,1016,-132.78
186,colision,1162,-133.06
187,colision,989,-135.21
188,colision,1108,-138.26
189,colision,2242,-161.16
190,colision,1321,-139.29
191,colision,1301,-139.38
192,colision,1187,-138.83
193,truncado,3000,-44.34
194,colision,1352,-139.48
195,colision,1341,-140.78
196,colision,1134,-135.65
197,colision,1348,-142.55
198,colision,1633,-157.74
199,colision,1660,-145.97
200,colision,370,-157.05
201,colision,1496,-150.38
202,colision,1510,-154.49
203,colision,1153,-131.59
204,colision,1430,-146.23
205,colision,1211,-136.04
206,truncado,3000,-59.72
207,colision,1533,-150.11
208,colision,1106,-131.87
209,colision,1008,-130.92
210,colision,1614,-146.96
211,colision,1302,-138.99
212,colision,1148,-135.99
213,colision,1391,-138.29
214,colision,1486,-142.83
215,colision,1430,-144.68
216,colision,1024,-141.43
217,colision,1236,-132.55
218,colision,1493,-145.2
219,colision,1186,-133.76
220,colision,1146,-140.0
221,colision,1165,-138.06
222,colision,1003,-137.44
223,colision,1367,-139.67
224,colision,1251,-144.47
225,colision,1648,-155.61
226,colision,944,-134.6
227,colision,1172,-135.13
228,colision,2973,-176.33
229,colision,1533,-144.46
230,colision,2393,-167.87
231,colision,1586,-145.17
232,colision,1073,-132.37
233,colision,1608,-159.35
234,colision,1143,-134.83
235,colision,1551,-146.62
236,colision,1359,-140.95
237,colision,1182,-136.68
238,colision,1445,-141.21
239,colision,1197,-136.95
240,colision,1959,-160.06
241,colision,1291,-136.18
242,colision,1245,-144.81
243,colision,1448,-148.23
244,colision,1447,-135.72
245,colision,1203,-141.84
246,colision,1259,-136.97
247,colision,1349,-135.66
248,colision,1480,-160.97
249,colision,1891,-160.17
250,colision,2671,-160.06
251,colision,1198,-136.73
252,colision,1117,-137.88
253,colision,1806,-144.89
254,colision,1166,-136.28
255,colision,1245,-144.11
256,colision,2009,-150.63
257,colision,1545,-145.92
258,colision,1301,-147.9
259,colision,1299,-141.6
260,colision,1298,-139.89
261,colision,1329,-137.15
262,colision,1172,-135.69
263,colision,1064,-131.85
264,colision,1034,-136.76
265,colision,1690,-155.58
266,colision,1112,-133.52
267,colision,1154,-140.44
268,colision,389,-158.61
269,colision,2170,-166.4
270,colision,1188,-135.55
271,colision,1362,-140.35
272,colision,1071,-140.84
273,colision,977,-146.78
274,colision,1413,-150.26
275,colision,1722,-153.31
276,colision,1090,-134.81
277,colision,1331,-139.22
278,colision,1771,-145.9
279,colision,1243,-135.51
280,colision,1310,-147.49
281,colision,1670,-143.95
282,colision,1235,-137.62
283,colision,1555,-153.41
284,colision,1154,-136.24
285,colision,1839,-157.0
286,colision,1228,-139.06
287,colision,1005,-147.71
288,colision,1711,-150.14
289,colision,962,-137.15
290,colision,1122,-133.96
291,colision,1207,-149.19
292,colision,2082,-169.0
293,colision,2008,-164.5
294,colision,1122,-131.05
295,colision,1400,-145.23
296,colision,1947,-159.79
297,colision,1171,-133.82
298,colision,1681,-154.46
299,colision,1401,-142.7
300,colision,1698,-145.91
