episodio,goal_id,tipo_episodio,resultado,pasos,reward,llego_estanteria
2008,goal_21,ciclo_completo,exito,1869,396.62,True
2009,goal_21,ciclo_completo,exito,1869,396.63,True
2010,goal_21,ciclo_completo,exito,1870,396.8,True
2011,goal_21,ciclo_completo,exito,1869,396.61,True
2012,goal_21,ciclo_completo,exito,1869,396.63,True
2013,goal_21,ciclo_completo,exito,1869,396.63,True
2014,goal_21,ciclo_completo,exito,1870,396.79,True
2015,goal_21,ciclo_completo,exito,1869,396.63,True
2016,goal_21,ciclo_completo,exito,1869,396.63,True
2017,goal_21,ciclo_completo,exito,1869,396.61,True
2018,goal_21,ciclo_completo,exito,1869,396.62,True
2019,goal_21,ciclo_completo,exito,1869,396.62,True
2020,goal_21,ciclo_completo,exito,1869,396.62,True
2021,goal_21,ciclo_completo,exito,1870,396.79,True
2022,goal_21,ciclo_completo,exito,1869,396.64,True
2023,goal_21,ciclo_completo,exito,1869,396.63,True
2024,goal_21,ciclo_completo,exito,1870,396.79,True
2025,goal_21,ciclo_completo,exito,1870,396.79,True
2026,goal_21,ciclo_completo,exito,1870,396.79,True
2027,goal_21,ciclo_completo,exito,1869,396.62,True
2028,goal_21,ciclo_completo,exito,1869,396.63,True
2029,goal_21,ciclo_completo,exito,1869,396.62,True
2030,goal_21,ciclo_completo,exito,1870,396.78,True
2031,goal_21,ciclo_completo,exito,1870,396.8,True
2032,goal_21,ciclo_completo,exito,1869,396.62,True
