episodio,resultado,pasos,reward
257,exito,404,149.53
258,exito,405,149.48
259,exito,442,143.3
260,exito,406,149.3
261,exito,406,149.31
262,exito,406,149.3
263,exito,404,149.83
264,exito,439,143.3
265,exito,406,149.26
266,exito,404,149.75
267,exito,405,149.42
268,exito,405,149.69
269,exito,406,149.37
270,exito,404,149.82
271,exito,404,149.53
272,exito,406,149.33
273,exito,406,149.27
274,exito,404,149.46
275,exito,405,149.71
276,exito,433,143.54
277,exito,406,149.38
278,exito,405,149.31
279,exito,406,149.3
280,exito,405,149.55
281,exito,429,143.83
282,exito,430,143.76
283,exito,425,143.99
284,exito,427,144.07
285,exito,432,143.74
286,exito,436,143.4
287,exito,405,149.43
288,exito,404,149.53
289,exito,405,149.48
290,exito,406,149.4
291,exito,405,149.93
292,exito,425,144.07
293,exito,405,149.58
294,exito,404,149.46
295,exito,405,149.38
296,exito,404,149.98
297,exito,405,149.31
298,exito,404,149.75
299,exito,430,143.73
300,exito,439,143.41

RESUMEN_GLOBAL,,,
n_total,300,,
exito_%,100.0,,
colision_%,0.0,,
truncado_%,0.0,,
pasos_medio,418.6,,
reward_medio,146.7,,
